Year,Month_No,Month,Round,State,Station Code,Station Name,pH
2025,6,June,2,Uttarakhand,2725,"A/C SONG, D/S RAIWALA",7.86
2025,7,July,1,Uttarakhand,2725,"A/C SONG, D/S RAIWALA",7.71
2025,7,July,2,Uttarakhand,2725,"A/C SONG, D/S RAIWALA",7.83
2025,8,August,1,Uttarakhand,2725,"A/C SONG, D/S RAIWALA",7.78
2025,8,August,2,Uttarakhand,2725,"A/C SONG, D/S RAIWALA",7.8
2025,9,September,1,Uttarakhand,2725,"A/C SONG, D/S RAIWALA",7.84
2025,9,September,2,Uttarakhand,2725,"A/C SONG, D/S RAIWALA",7.86
2025,10,October,1,Uttarakhand,2725,"A/C SONG, D/S RAIWALA",7.9
2025,10,October,2,Uttarakhand,2725,"A/C SONG, D/S RAIWALA",7.87
2025,11,November,1,Uttarakhand,2725,"A/C SONG, D/S RAIWALA",7.97
2025,11,November,2,Uttarakhand,2725,"A/C SONG, D/S RAIWALA",7.96
2025,12,December,1,Uttarakhand,2725,"A/C SONG, D/S RAIWALA",7.91
2025,12,December,2,Uttarakhand,2725,"A/C SONG, D/S RAIWALA",7.96
2025,1,January,1,Uttarakhand,10148,HARKI PAURI GHAT,7.8
2025,1,January,2,Uttarakhand,10148,HARKI PAURI GHAT,7.85
2025,2,February,1,Uttarakhand,10148,HARKI PAURI GHAT,8.0
2025,2,February,2,Uttarakhand,10148,HARKI PAURI GHAT,8.0
2025,3,March,1,Uttarakhand,10148,HARKI PAURI GHAT,7.6
2025,3,March,2,Uttarakhand,10148,HARKI PAURI GHAT,8.2
2025,4,April,1,Uttarakhand,10148,HARKI PAURI GHAT,8.1
2025,4,April,2,Uttarakhand,10148,HARKI PAURI GHAT,8.1
2025,5,May,1,Uttarakhand,10148,HARKI PAURI GHAT,7.16
2025,5,May,2,Uttarakhand,10148,HARKI PAURI GHAT,7.1
2025,6,June,1,Uttarakhand,10148,HARKI PAURI GHAT,8.4
2025,6,June,2,Uttarakhand,10148,HARKI PAURI GHAT,7.4
2025,7,July,1,Uttarakhand,10148,HARKI PAURI GHAT,7.65
2025,7,July,2,Uttarakhand,10148,HARKI PAURI GHAT,7.8
2025,8,August,1,Uttarakhand,10148,HARKI PAURI GHAT,8.1
2025,8,August,2,Uttarakhand,10148,HARKI PAURI GHAT,8.1
2025,9,September,1,Uttarakhand,10148,HARKI PAURI GHAT,7.9
2025,9,September,2,Uttarakhand,10148,HARKI PAURI GHAT,8.0
2025,10,October,1,Uttarakhand,10148,HARKI PAURI GHAT,7.6
2025,10,October,2,Uttarakhand,10148,HARKI PAURI GHAT,7.66
2025,11,November,1,Uttarakhand,10148,HARKI PAURI GHAT,8.2
2025,11,November,2,Uttarakhand,10148,HARKI PAURI GHAT,8.2
2025,12,December,1,Uttarakhand,10148,HARKI PAURI GHAT,8.2
2025,12,December,2,Uttarakhand,10148,HARKI PAURI GHAT,8.3
2025,1,January,1,Uttarakhand,3997," U/S BINDUGHAT, HARIDWAR",7.9
2025,2,February,1,Uttarakhand,3997," U/S BINDUGHAT, HARIDWAR",7.8
2025,3,March,2,Uttarakhand,3997," U/S BINDUGHAT, HARIDWAR",7.8
2025,4,April,1,Uttarakhand,3997," U/S BINDUGHAT, HARIDWAR",8.2
2025,5,May,1,Uttarakhand,3997," U/S BINDUGHAT, HARIDWAR",8.2
2025,5,May,2,Uttarakhand,3997," U/S BINDUGHAT, HARIDWAR",8.2
2025,6,June,1,Uttarakhand,3997," U/S BINDUGHAT, HARIDWAR",8.5
2025,7,July,1,Uttarakhand,3997," U/S BINDUGHAT, HARIDWAR",7.86
2025,8,August,1,Uttarakhand,3997," U/S BINDUGHAT, HARIDWAR",8.0
2025,9,September,2,Uttarakhand,3997," U/S BINDUGHAT, HARIDWAR",8.2
2025,10,October,2,Uttarakhand,3997," U/S BINDUGHAT, HARIDWAR",7.3
2025,11,November,1,Uttarakhand,3997," U/S BINDUGHAT, HARIDWAR",7.9
2025,12,December,1,Uttarakhand,3997," U/S BINDUGHAT, HARIDWAR",8.3
2025,1,January,1,Uttarakhand,1061,HARIDWAR D/S,8.0
2025,1,January,2,Uttarakhand,1061,HARIDWAR D/S,7.61
2025,2,February,1,Uttarakhand,1061,HARIDWAR D/S,8.1
2025,2,February,2,Uttarakhand,1061,HARIDWAR D/S,8.2
2025,3,March,1,Uttarakhand,1061,HARIDWAR D/S,8.1
2025,3,March,2,Uttarakhand,1061,HARIDWAR D/S,8.1
2025,4,April,1,Uttarakhand,1061,HARIDWAR D/S,8.6
2025,4,April,2,Uttarakhand,1061,HARIDWAR D/S,8.2
2025,5,May,1,Uttarakhand,1061,HARIDWAR D/S,7.42
2025,5,May,2,Uttarakhand,1061,HARIDWAR D/S,7.56
2025,6,June,1,Uttarakhand,1061,HARIDWAR D/S,8.0
2025,6,June,2,Uttarakhand,1061,HARIDWAR D/S,8.2
2025,7,July,1,Uttarakhand,1061,HARIDWAR D/S,7.4
2025,7,July,2,Uttarakhand,1061,HARIDWAR D/S,7.5
2025,8,August,1,Uttarakhand,1061,HARIDWAR D/S,8.2
2025,8,August,2,Uttarakhand,1061,HARIDWAR D/S,8.2
2025,9,September,1,Uttarakhand,1061,HARIDWAR D/S,8.1
2025,9,September,2,Uttarakhand,1061,HARIDWAR D/S,8.2
2025,10,October,1,Uttarakhand,1061,HARIDWAR D/S,7.6
2025,10,October,2,Uttarakhand,1061,HARIDWAR D/S,8.1
2025,11,November,1,Uttarakhand,1061,HARIDWAR D/S,8.2
2025,11,November,2,Uttarakhand,1061,HARIDWAR D/S,8.4
2025,12,December,1,Uttarakhand,1061,HARIDWAR D/S,8.4
2025,12,December,2,Uttarakhand,1061,HARIDWAR D/S,8.2
2025,1,January,1,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",7.9
2025,1,January,2,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",7.21
2025,2,February,1,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",8.0
2025,2,February,2,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",8.1
2025,3,March,1,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",8.0
2025,3,March,2,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",8.1
2025,4,April,1,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",8.3
2025,4,April,2,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",8.0
2025,5,May,1,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",7.82
2025,5,May,2,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",7.21
2025,6,June,1,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",8.2
2025,6,June,2,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",7.9
2025,7,July,1,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",7.65
2025,7,July,2,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",7.4
2025,8,August,1,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",8.1
2025,8,August,2,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",8.0
2025,9,September,1,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",8.2
2025,9,September,2,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",8.1
2025,10,October,1,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",7.4
2025,10,October,2,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",7.9
2025,11,November,1,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",8.3
2025,11,November,2,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",8.0
2025,12,December,1,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",8.1
2025,12,December,2,Uttarakhand,5778,"BISHANPUR KUNDI, HARIDWAR",8.3
2025,1,January,1,Uttarakhand,2727, ROORKEE D/S,8.1
2025,1,January,2,Uttarakhand,2727, ROORKEE D/S,7.79
2025,2,February,1,Uttarakhand,2727, ROORKEE D/S,7.9
2025,2,February,2,Uttarakhand,2727, ROORKEE D/S,7.8
2025,3,March,1,Uttarakhand,2727, ROORKEE D/S,8.0
2025,3,March,2,Uttarakhand,2727, ROORKEE D/S,8.0
2025,4,April,1,Uttarakhand,2727, ROORKEE D/S,8.0
2025,4,April,2,Uttarakhand,2727, ROORKEE D/S,8.1
2025,5,May,1,Uttarakhand,2727, ROORKEE D/S,8.2
2025,5,May,2,Uttarakhand,2727, ROORKEE D/S,7.6
2025,6,June,1,Uttarakhand,2727, ROORKEE D/S,8.5
2025,6,June,2,Uttarakhand,2727, ROORKEE D/S,8.3
2025,7,July,1,Uttarakhand,2727, ROORKEE D/S,7.53
2025,7,July,2,Uttarakhand,2727, ROORKEE D/S,7.6
2025,8,August,1,Uttarakhand,2727, ROORKEE D/S,8.2
2025,9,September,1,Uttarakhand,2727, ROORKEE D/S,8.1
2025,9,September,2,Uttarakhand,2727, ROORKEE D/S,8.2
2025,10,October,2,Uttarakhand,2727, ROORKEE D/S,7.4
2025,11,November,1,Uttarakhand,2727, ROORKEE D/S,8.0
2025,11,November,2,Uttarakhand,2727, ROORKEE D/S,8.1
2025,12,December,1,Uttarakhand,2727, ROORKEE D/S,8.3
2025,12,December,2,Uttarakhand,2727, ROORKEE D/S,8.1
2025,1,January,1,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.84
2025,1,January,2,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.9
2025,2,February,1,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.79
2025,2,February,2,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.82
2025,3,March,1,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.8
2025,3,March,2,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.93
2025,4,April,1,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.9
2025,4,April,2,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.68
2025,5,May,1,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.89
2025,5,May,2,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.73
2025,6,June,1,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.89
2025,6,June,2,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.65
2025,7,July,1,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.93
2025,7,July,2,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.76
2025,8,August,1,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.95
2025,8,August,2,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.62
2025,9,September,1,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.66
2025,9,September,2,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.86
2025,10,October,1,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.88
2025,10,October,2,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.9
2025,11,November,1,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.8
2025,11,November,2,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.73
2025,12,December,1,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.71
2025,12,December,2,Uttar Pradesh,10150,MADHYA GANGA BARRAGE (BIJNOR),7.79
2025,1,January,1,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.32
2025,1,January,2,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.28
2025,2,February,1,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.38
2025,2,February,2,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.38
2025,3,March,1,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.26
2025,3,March,2,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.28
2025,4,April,1,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.24
2025,4,April,2,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.19
2025,5,May,1,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.34
2025,5,May,2,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.28
2025,6,June,1,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.36
2025,6,June,2,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.3
2025,7,July,1,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.28
2025,7,July,2,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.34
2025,8,August,1,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.35
2025,8,August,2,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.53
2025,9,September,1,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.34
2025,9,September,2,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.34
2025,10,October,1,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.31
2025,10,October,2,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.31
2025,11,November,1,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.32
2025,11,November,2,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.32
2025,12,December,1,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.36
2025,12,December,2,Uttar Pradesh,5707," NANDAUR NEAR HASTINAPUR
",7.36
2025,1,January,1,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.82
2025,1,January,2,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.74
2025,2,February,1,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.8
2025,2,February,2,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.81
2025,3,March,1,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",8.2
2025,3,March,2,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",8.0
2025,4,April,1,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.84
2025,4,April,2,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.75
2025,5,May,1,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.65
2025,5,May,2,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.84
2025,6,June,1,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.82
2025,6,June,2,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.9
2025,7,July,1,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.75
2025,7,July,2,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.9
2025,8,August,1,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.84
2025,8,August,2,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.67
2025,9,September,1,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.9
2025,9,September,2,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.85
2025,10,October,1,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.9
2025,10,October,2,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.85
2025,11,November,1,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.85
2025,11,November,2,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.92
2025,12,December,1,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",7.92
2025,12,December,2,Uttar Pradesh,5708," TIGRI GANGA GHAT, AMROHA",8.42
