Year,Month_No,Month,Round,State,Station Code,Station Name,pH
2024.0,11,November,1,Bihar,10113,"U/S JAIL GHAT, BUXAR ",7.82
2024.0,11,November,2,Bihar,10113,"U/S JAIL GHAT, BUXAR ",7.52
2024.0,12,December,1,Bihar,10113,"U/S JAIL GHAT, BUXAR ",7.3
2024.0,12,December,2,Bihar,10113,"U/S JAIL GHAT, BUXAR ",7.46
2024.0,1,January,1,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.77
2024.0,1,January,2,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.82
2024.0,2,February,1,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.72
2024.0,2,February,2,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.42
2024.0,3,March,1,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.51
2024.0,3,March,2,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.72
2024.0,4,April,1,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.63
2024.0,4,April,2,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.57
2024.0,5,May,1,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.53
2024.0,5,May,2,Bihar,2551,"BUXAR, RAMREKHAGHAT",8.2
2024.0,6,June,1,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.69
2024.0,6,June,2,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.78
2024.0,7,July,1,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.52
2024.0,7,July,2,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.42
2024.0,8,August,1,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.85
2024.0,8,August,2,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.77
2024.0,9,September,1,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.69
2024.0,9,September,2,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.77
2024.0,10,October,1,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.37
2024.0,10,October,2,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.15
2024.0,11,November,1,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.81
2024.0,11,November,2,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.57
2024.0,12,December,1,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.5
2024.0,12,December,2,Bihar,2551,"BUXAR, RAMREKHAGHAT",7.31
2024.0,1,January,1,Bihar,3113,BUXAR D/S,7.66
2024.0,1,January,2,Bihar,3113,BUXAR D/S,7.88
2024.0,2,February,1,Bihar,3113,BUXAR D/S,7.69
2024.0,2,February,2,Bihar,3113,BUXAR D/S,7.59
2024.0,3,March,1,Bihar,3113,BUXAR D/S,7.22
2024.0,3,March,2,Bihar,3113,BUXAR D/S,7.34
2024.0,4,April,1,Bihar,3113,BUXAR D/S,7.78
2024.0,4,April,2,Bihar,3113,BUXAR D/S,7.63
2024.0,5,May,1,Bihar,3113,BUXAR D/S,7.68
2024.0,5,May,2,Bihar,3113,BUXAR D/S,8.1
2024.0,6,June,1,Bihar,3113,BUXAR D/S,7.69
2024.0,6,June,2,Bihar,3113,BUXAR D/S,7.91
2024.0,7,July,1,Bihar,3113,BUXAR D/S,7.7
2024.0,7,July,2,Bihar,3113,BUXAR D/S,7.38
2024.0,8,August,1,Bihar,3113,BUXAR D/S,7.8
2024.0,8,August,2,Bihar,3113,BUXAR D/S,7.32
2024.0,9,September,1,Bihar,3113,BUXAR D/S,7.72
2024.0,9,September,2,Bihar,3113,BUXAR D/S,7.32
2024.0,10,October,1,Bihar,3113,BUXAR D/S,7.34
2024.0,10,October,2,Bihar,3113,BUXAR D/S,7.69
2024.0,11,November,1,Bihar,3113,BUXAR D/S,7.74
2024.0,11,November,2,Bihar,3113,BUXAR D/S,7.43
2024.0,12,December,1,Bihar,3113,BUXAR D/S,7.3
2024.0,12,December,2,Bihar,3113,BUXAR D/S,7.24
2024.0,1,January,1,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.76
2024.0,1,January,2,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.64
2024.0,2,February,1,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.86
2024.0,2,February,2,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.26
2024.0,3,March,1,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.55
2024.0,3,March,2,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.88
2024.0,4,April,1,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.84
2024.0,4,April,2,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.88
2024.0,5,May,1,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.24
2024.0,5,May,2,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.79
2024.0,6,June,1,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.78
2024.0,6,June,2,Bihar,10162,"U/s DORIGANJ, CHAPRA",8.01
2024.0,7,July,1,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.68
2024.0,7,July,2,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.48
2024.0,8,August,1,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.64
2024.0,8,August,2,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.89
2024.0,9,September,1,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.5
2024.0,9,September,2,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.89
2024.0,10,October,1,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.6
2024.0,10,October,2,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.67
2024.0,11,November,1,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.65
2024.0,11,November,2,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.29
2024.0,12,December,1,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.4
2024.0,12,December,2,Bihar,10162,"U/s DORIGANJ, CHAPRA",7.37
2024.0,1,January,1,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.97
2024.0,1,January,2,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.87
2024.0,2,February,1,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.95
2024.0,2,February,2,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.39
2024.0,3,March,1,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.61
2024.0,3,March,2,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.79
2024.0,4,April,1,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.96
2024.0,4,April,2,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.91
2024.0,5,May,1,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.46
2024.0,5,May,2,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",8.1
2024.0,6,June,1,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.87
2024.0,6,June,2,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.98
2024.0,7,July,1,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.71
2024.0,7,July,2,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.33
2024.0,8,August,1,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.82
2024.0,8,August,2,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.78
2024.0,9,September,1,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.6
2024.0,9,September,2,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.78
2024.0,10,October,1,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.55
2024.0,10,October,2,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.94
2024.0,11,November,1,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.89
2024.0,11,November,2,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.36
2024.0,12,December,1,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.3
2024.0,12,December,2,Bihar,2564,"BALUGHAT, DORIGANJ, SARAN",7.28
2024.0,1,January,1,Bihar,10114,DORIGANJ D/S (SARAN),7.52
2024.0,1,January,2,Bihar,10114,DORIGANJ D/S (SARAN),7.48
2024.0,2,February,1,Bihar,10114,DORIGANJ D/S (SARAN),7.55
2024.0,2,February,2,Bihar,10114,DORIGANJ D/S (SARAN),7.45
2024.0,3,March,1,Bihar,10114,DORIGANJ D/S (SARAN),7.42
2024.0,3,March,2,Bihar,10114,DORIGANJ D/S (SARAN),7.81
2024.0,4,April,1,Bihar,10114,DORIGANJ D/S (SARAN),7.88
2024.0,4,April,2,Bihar,10114,DORIGANJ D/S (SARAN),7.79
2024.0,5,May,1,Bihar,10114,DORIGANJ D/S (SARAN),7.28
2024.0,5,May,2,Bihar,10114,DORIGANJ D/S (SARAN),8.02
2024.0,6,June,1,Bihar,10114,DORIGANJ D/S (SARAN),7.82
2024.0,6,June,2,Bihar,10114,DORIGANJ D/S (SARAN),7.69
2024.0,7,July,1,Bihar,10114,DORIGANJ D/S (SARAN),7.9
2024.0,7,July,2,Bihar,10114,DORIGANJ D/S (SARAN),7.28
2024.0,8,August,1,Bihar,10114,DORIGANJ D/S (SARAN),7.61
2024.0,8,August,2,Bihar,10114,DORIGANJ D/S (SARAN),7.23
2024.0,9,September,1,Bihar,10114,DORIGANJ D/S (SARAN),7.4
2024.0,9,September,2,Bihar,10114,DORIGANJ D/S (SARAN),7.23
2024.0,10,October,1,Bihar,10114,DORIGANJ D/S (SARAN),7.57
2024.0,10,October,2,Bihar,10114,DORIGANJ D/S (SARAN),7.86
2024.0,11,November,1,Bihar,10114,DORIGANJ D/S (SARAN),7.83
2024.0,11,November,2,Bihar,10114,DORIGANJ D/S (SARAN),7.34
2024.0,12,December,1,Bihar,10114,DORIGANJ D/S (SARAN),7.5
2024.0,12,December,2,Bihar,10114,DORIGANJ D/S (SARAN),7.32
2024.0,1,January,1,Bihar,3114,"DANAPUR, NEAR PIPAPUL",7.45
2024.0,1,January,2,Bihar,3114,"DANAPUR, NEAR PIPAPUL",7.48
2024.0,2,February,2,Bihar,3114,"DANAPUR, NEAR PIPAPUL",7.34
2024.0,3,March,1,Bihar,3114,"DANAPUR, NEAR PIPAPUL",7.5
2024.0,3,March,2,Bihar,3114,"DANAPUR, NEAR PIPAPUL",7.41
2024.0,4,April,1,Bihar,3114,"DANAPUR, NEAR PIPAPUL",7.53
2024.0,5,May,1,Bihar,3114,"DANAPUR, NEAR PIPAPUL",7.44
2024.0,5,May,2,Bihar,3114,"DANAPUR, NEAR PIPAPUL",7.44
2024.0,6,June,1,Bihar,3114,"DANAPUR, NEAR PIPAPUL",7.57
2024.0,6,June,2,Bihar,3114,"DANAPUR, NEAR PIPAPUL",7.94
2024.0,8,August,1,Bihar,3114,"DANAPUR, NEAR PIPAPUL",7.1
2024.0,9,September,1,Bihar,3114,"DANAPUR, NEAR PIPAPUL",7.9
2024.0,9,September,2,Bihar,3114,"DANAPUR, NEAR PIPAPUL",7.38
2024.0,10,October,1,Bihar,3114,"DANAPUR, NEAR PIPAPUL",7.63
2024.0,10,October,2,Bihar,3114,"DANAPUR, NEAR PIPAPUL",7.4
2024.0,11,November,1,Bihar,3114,"DANAPUR, NEAR PIPAPUL",7.65
2024.0,12,December,1,Bihar,3114,"DANAPUR, NEAR PIPAPUL",7.62
2024.0,12,December,2,Bihar,3114,"DANAPUR, NEAR PIPAPUL",7.8
2024.0,1,January,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.5
2024.0,1,January,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.64
2024.0,2,February,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.43
2024.0,3,March,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.63
2024.0,3,March,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.54
2024.0,4,April,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.64
2024.0,4,April,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.73
2024.0,5,May,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.55
2024.0,5,May,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.55
2024.0,6,June,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.59
2024.0,6,June,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.59
2024.0,7,July,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.56
2024.0,7,July,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.58
2024.0,8,August,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.75
2024.0,8,August,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.5
2024.0,9,September,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.4
2024.0,9,September,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.55
2024.0,10,October,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.62
2024.0,10,October,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.8
2024.0,11,November,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.68
2024.0,11,November,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.41
2024.0,12,December,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.75
2024.0,12,December,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.7
2024.0,1,January,1,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.54
2024.0,1,January,2,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.67
2024.0,2,February,2,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.51
2024.0,3,March,1,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.65
2024.0,3,March,2,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.67
2024.0,4,April,1,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.73
2024.0,4,April,2,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.79
2024.0,5,May,1,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.64
2024.0,5,May,2,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.64
2024.0,6,June,1,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.69
2024.0,6,June,2,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.69
2024.0,7,July,1,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.52
2024.0,7,July,2,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.54
2024.0,8,August,1,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.68
2024.0,8,August,2,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.2
2024.0,9,September,1,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.1
2024.0,9,September,2,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.51
2024.0,10,October,1,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.55
2024.0,10,October,2,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.66
2024.0,11,November,1,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.41
2024.0,11,November,2,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.47
2024.0,12,December,1,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.6
2024.0,12,December,2,Bihar,2552,NIT GHANDHI GHAT ( PATNA),7.8
2024.0,1,January,1,Bihar,10115,GULBI GHAT (PATNA),7.48
2024.0,1,January,2,Bihar,10115,GULBI GHAT (PATNA),7.65
2024.0,2,February,2,Bihar,10115,GULBI GHAT (PATNA),7.66
2024.0,3,March,1,Bihar,10115,GULBI GHAT (PATNA),7.63
2024.0,3,March,2,Bihar,10115,GULBI GHAT (PATNA),7.52
2024.0,4,April,1,Bihar,10115,GULBI GHAT (PATNA),7.78
2024.0,4,April,2,Bihar,10115,GULBI GHAT (PATNA),7.68
2024.0,5,May,1,Bihar,10115,GULBI GHAT (PATNA),7.21
2024.0,5,May,2,Bihar,10115,GULBI GHAT (PATNA),7.21
2024.0,6,June,1,Bihar,10115,GULBI GHAT (PATNA),8.41
2024.0,6,June,2,Bihar,10115,GULBI GHAT (PATNA),8.11
2024.0,7,July,1,Bihar,10115,GULBI GHAT (PATNA),7.68
2024.0,7,July,2,Bihar,10115,GULBI GHAT (PATNA),7.48
2024.0,8,August,1,Bihar,10115,GULBI GHAT (PATNA),7.58
2024.0,8,August,2,Bihar,10115,GULBI GHAT (PATNA),7.3
2024.0,9,September,1,Bihar,10115,GULBI GHAT (PATNA),7.8
2024.0,9,September,2,Bihar,10115,GULBI GHAT (PATNA),7.37
2024.0,10,October,1,Bihar,10115,GULBI GHAT (PATNA),7.57
2024.0,10,October,2,Bihar,10115,GULBI GHAT (PATNA),7.7
2024.0,11,November,1,Bihar,10115,GULBI GHAT (PATNA),7.85
2024.0,11,November,2,Bihar,10115,GULBI GHAT (PATNA),7.51
2024.0,12,December,1,Bihar,10115,GULBI GHAT (PATNA),7.68
2024.0,12,December,2,Bihar,10115,GULBI GHAT (PATNA),7.6
2024.0,1,January,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.42
2024.0,1,January,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.74
2024.0,2,February,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.44
2024.0,2,February,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.44
2024.0,3,March,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.71
2024.0,3,March,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.48
2024.0,4,April,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.56
2024.0,4,April,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.63
2024.0,5,May,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.35
2024.0,5,May,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.35
2024.0,6,June,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.89
2024.0,6,June,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),8.08
2024.0,7,July,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.42
2024.0,7,July,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.42
2024.0,8,August,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.63
2024.0,8,August,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.5
2024.0,9,September,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.6
2024.0,9,September,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.59
2024.0,10,October,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.4
2024.0,11,November,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.74
2024.0,11,November,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.67
2024.0,12,December,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.65
2024.0,12,December,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.7
2024.0,1,January,1,Bihar,3122,MALSALAMI (PATNA),7.33
2024.0,1,January,2,Bihar,3122,MALSALAMI (PATNA),7.78
2024.0,2,February,1,Bihar,3122,MALSALAMI (PATNA),7.38
2024.0,2,February,2,Bihar,3122,MALSALAMI (PATNA),7.38
2024.0,3,March,1,Bihar,3122,MALSALAMI (PATNA),7.75
2024.0,3,March,2,Bihar,3122,MALSALAMI (PATNA),7.55
2024.0,4,April,1,Bihar,3122,MALSALAMI (PATNA),7.47
2024.0,4,April,2,Bihar,3122,MALSALAMI (PATNA),7.52
2024.0,5,May,1,Bihar,3122,MALSALAMI (PATNA),7.63
2024.0,5,May,2,Bihar,3122,MALSALAMI (PATNA),7.63
2024.0,6,June,1,Bihar,3122,MALSALAMI (PATNA),8.17
2024.0,6,June,2,Bihar,3122,MALSALAMI (PATNA),8.12
2024.0,7,July,1,Bihar,3122,MALSALAMI (PATNA),7.45
2024.0,7,July,2,Bihar,3122,MALSALAMI (PATNA),7.33
2024.0,8,August,1,Bihar,3122,MALSALAMI (PATNA),7.6
2024.0,8,August,2,Bihar,3122,MALSALAMI (PATNA),7.2
2024.0,9,September,1,Bihar,3122,MALSALAMI (PATNA),7.1
2024.0,9,September,2,Bihar,3122,MALSALAMI (PATNA),7.52
2024.0,10,October,1,Bihar,3122,MALSALAMI (PATNA),7.72
2024.0,10,October,2,Bihar,3122,MALSALAMI (PATNA),7.8
2024.0,11,November,1,Bihar,3122,MALSALAMI (PATNA),7.82
2024.0,11,November,2,Bihar,3122,MALSALAMI (PATNA),7.72
2024.0,12,December,1,Bihar,3122,MALSALAMI (PATNA),7.81
2024.0,12,December,2,Bihar,3122,MALSALAMI (PATNA),7.8
2024.0,1,January,1,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.26
2024.0,1,January,2,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.65
2024.0,2,February,2,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.36
2024.0,3,March,1,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.68
2024.0,3,March,2,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.39
2024.0,4,April,1,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.64
2024.0,4,April,2,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.69
2024.0,5,May,1,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.49
2024.0,5,May,2,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.49
2024.0,6,June,1,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",8.22
2024.0,6,June,2,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",8.13
2024.0,7,July,1,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.53
2024.0,7,July,2,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.26
2024.0,8,August,1,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.62
2024.0,8,August,2,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.4
2024.0,9,September,1,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.2
2024.0,9,September,2,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.57
2024.0,10,October,1,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.68
2024.0,10,October,2,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.8
2024.0,11,November,1,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.53
2024.0,11,November,2,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.81
2024.0,12,December,1,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.68
2024.0,12,December,2,Bihar,4297," BIDUPUR ROAD BRIDGE, PATNA",7.6
2024.0,1,January,1,Bihar,10122,"TRIVENI GHAT, B/c OF RIVER PUNPUN",7.52
2024.0,1,January,2,Bihar,10122,"TRIVENI GHAT, B/c OF RIVER PUNPUN",7.7
2024.0,2,February,2,Bihar,10122,"TRIVENI GHAT, B/c OF RIVER PUNPUN",7.41
2024.0,3,March,1,Bihar,10122,"TRIVENI GHAT, B/c OF RIVER PUNPUN",7.72
2024.0,3,March,2,Bihar,10122,"TRIVENI GHAT, B/c OF RIVER PUNPUN",7.61
2024.0,4,April,1,Bihar,10122,"TRIVENI GHAT, B/c OF RIVER PUNPUN",7.52
2024.0,4,April,2,Bihar,10122,"TRIVENI GHAT, B/c OF RIVER PUNPUN",7.88
2024.0,5,May,1,Bihar,10122,"TRIVENI GHAT, B/c OF RIVER PUNPUN",7.21
