Forecast_Year,Forecast_Month_No,Forecast_Month,Forecast_Round,State,Station Code,Station Name,Pred_DO,Pred_pH,Pred_BOD
2026,2,February,1,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),9.526,8.329,2.49
2026,2,February,2,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),9.488,8.319,2.493
2026,3,March,1,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),9.404,8.307,2.522
2026,3,March,2,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),9.283,8.294,2.577
2026,4,April,1,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),9.115,8.271,2.643
2026,4,April,2,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),8.936,8.247,2.707
2026,5,May,1,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),8.702,8.209,2.748
2026,5,May,2,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),8.482,8.167,2.766
2026,6,June,1,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),8.362,8.145,2.776
2026,6,June,2,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),8.303,8.135,2.781
2026,7,July,1,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),8.297,8.136,2.786
2026,7,July,2,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),8.326,8.144,2.793
2026,8,August,1,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),8.374,8.155,2.8
2026,8,August,2,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),8.431,8.166,2.807
2026,9,September,1,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),8.492,8.176,2.812
2026,9,September,2,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),8.555,8.185,2.817
2026,10,October,1,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),8.619,8.194,2.821
2026,10,October,2,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),8.682,8.203,2.826
2026,11,November,1,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),8.74,8.211,2.829
2026,11,November,2,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),8.785,8.217,2.83
2026,12,December,1,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),8.809,8.22,2.832
2026,12,December,2,Uttar Pradesh,1049,PRAYAGRAJ D/S (SANGAM),8.809,8.219,2.836
2026,1,January,1,West Bengal,1052,ULUBERIA,7.195,7.676,2.407
2026,1,January,2,West Bengal,1052,ULUBERIA,7.141,7.705,2.334
2026,2,February,1,West Bengal,1052,ULUBERIA,7.129,7.711,2.317
2026,2,February,2,West Bengal,1052,ULUBERIA,7.123,7.708,2.315
2026,3,March,1,West Bengal,1052,ULUBERIA,7.123,7.697,2.303
2026,3,March,2,West Bengal,1052,ULUBERIA,7.136,7.684,2.283
2026,4,April,1,West Bengal,1052,ULUBERIA,7.201,7.65,2.249
2026,4,April,2,West Bengal,1052,ULUBERIA,7.254,7.629,2.204
2026,5,May,1,West Bengal,1052,ULUBERIA,7.305,7.604,2.149
2026,5,May,2,West Bengal,1052,ULUBERIA,7.379,7.577,2.133
2026,6,June,1,West Bengal,1052,ULUBERIA,7.423,7.571,2.121
2026,6,June,2,West Bengal,1052,ULUBERIA,7.435,7.561,2.085
2026,7,July,1,West Bengal,1052,ULUBERIA,7.428,7.557,2.034
2026,7,July,2,West Bengal,1052,ULUBERIA,7.429,7.548,1.992
2026,8,August,1,West Bengal,1052,ULUBERIA,7.435,7.534,1.954
2026,8,August,2,West Bengal,1052,ULUBERIA,7.445,7.517,1.916
2026,9,September,1,West Bengal,1052,ULUBERIA,7.455,7.498,1.878
2026,9,September,2,West Bengal,1052,ULUBERIA,7.463,7.48,1.842
2026,10,October,1,West Bengal,1052,ULUBERIA,7.471,7.46,1.805
2026,10,October,2,West Bengal,1052,ULUBERIA,7.479,7.442,1.768
2026,11,November,1,West Bengal,1052,ULUBERIA,7.487,7.425,1.732
2026,11,November,2,West Bengal,1052,ULUBERIA,7.496,7.411,1.697
2026,12,December,1,West Bengal,1052,ULUBERIA,7.503,7.399,1.663
2026,12,December,2,West Bengal,1052,ULUBERIA,7.508,7.386,1.628
2026,1,January,1,West Bengal,1053,DAKSHINESHWAR,7.648,7.472,2.143
2026,1,January,2,West Bengal,1053,DAKSHINESHWAR,7.647,7.508,1.956
2026,2,February,1,West Bengal,1053,DAKSHINESHWAR,7.607,7.519,1.871
2026,2,February,2,West Bengal,1053,DAKSHINESHWAR,7.577,7.5,1.831
2026,3,March,1,West Bengal,1053,DAKSHINESHWAR,7.574,7.484,1.79
2026,3,March,2,West Bengal,1053,DAKSHINESHWAR,7.587,7.471,1.759
2026,4,April,1,West Bengal,1053,DAKSHINESHWAR,7.602,7.455,1.725
2026,4,April,2,West Bengal,1053,DAKSHINESHWAR,7.62,7.439,1.698
2026,5,May,1,West Bengal,1053,DAKSHINESHWAR,7.638,7.39,1.671
2026,5,May,2,West Bengal,1053,DAKSHINESHWAR,7.683,7.361,1.637
2026,6,June,1,West Bengal,1053,DAKSHINESHWAR,7.8,7.303,1.626
2026,6,June,2,West Bengal,1053,DAKSHINESHWAR,7.887,7.269,1.569
2026,7,July,1,West Bengal,1053,DAKSHINESHWAR,7.868,7.247,1.492
2026,7,July,2,West Bengal,1053,DAKSHINESHWAR,7.86,7.237,1.462
2026,8,August,1,West Bengal,1053,DAKSHINESHWAR,7.869,7.226,1.45
2026,8,August,2,West Bengal,1053,DAKSHINESHWAR,7.9,7.211,1.444
2026,9,September,1,West Bengal,1053,DAKSHINESHWAR,7.944,7.194,1.441
2026,9,September,2,West Bengal,1053,DAKSHINESHWAR,7.996,7.177,1.44
2026,10,October,1,West Bengal,1053,DAKSHINESHWAR,8.054,7.162,1.441
2026,10,October,2,West Bengal,1053,DAKSHINESHWAR,8.113,7.148,1.447
2026,11,November,1,West Bengal,1053,DAKSHINESHWAR,8.175,7.134,1.455
2026,11,November,2,West Bengal,1053,DAKSHINESHWAR,8.229,7.123,1.462
2026,12,December,1,West Bengal,1053,DAKSHINESHWAR,8.278,7.114,1.47
2026,12,December,2,West Bengal,1053,DAKSHINESHWAR,8.313,7.109,1.475
2026,1,January,1,West Bengal,1054,PALTA,8.257,7.085,1.813
2026,1,January,2,West Bengal,1054,PALTA,8.544,7.169,1.481
2026,2,February,1,West Bengal,1054,PALTA,8.568,7.234,1.39
2026,2,February,2,West Bengal,1054,PALTA,8.689,7.173,1.392
2026,3,March,1,West Bengal,1054,PALTA,8.775,7.146,1.386
2026,3,March,2,West Bengal,1054,PALTA,8.833,7.123,1.412
2026,4,April,1,West Bengal,1054,PALTA,8.856,7.114,1.417
2026,4,April,2,West Bengal,1054,PALTA,8.859,7.108,1.434
2026,5,May,1,West Bengal,1054,PALTA,8.845,7.105,1.443
2026,5,May,2,West Bengal,1054,PALTA,8.818,7.103,1.454
2026,6,June,1,West Bengal,1054,PALTA,8.807,7.102,1.465
2026,6,June,2,West Bengal,1054,PALTA,8.77,7.101,1.474
2026,7,July,1,West Bengal,1054,PALTA,8.709,7.103,1.493
2026,7,July,2,West Bengal,1054,PALTA,8.674,7.104,1.507
2026,8,August,1,West Bengal,1054,PALTA,8.663,7.103,1.516
2026,8,August,2,West Bengal,1054,PALTA,8.67,7.102,1.525
2026,9,September,1,West Bengal,1054,PALTA,8.679,7.101,1.53
2026,9,September,2,West Bengal,1054,PALTA,8.689,7.099,1.532
2026,10,October,1,West Bengal,1054,PALTA,8.696,7.099,1.532
2026,10,October,2,West Bengal,1054,PALTA,8.701,7.098,1.532
2026,11,November,1,West Bengal,1054,PALTA,8.704,7.097,1.532
2026,11,November,2,West Bengal,1054,PALTA,8.707,7.097,1.531
2026,12,December,1,West Bengal,1054,PALTA,8.709,7.096,1.531
2026,12,December,2,West Bengal,1054,PALTA,8.711,7.096,1.531
2026,1,January,1,Jharkhand,1059,RAJMAHAL,7.115,7.5,1.434
2026,1,January,2,Jharkhand,1059,RAJMAHAL,7.25,7.494,1.424
2026,2,February,1,Jharkhand,1059,RAJMAHAL,7.275,7.498,1.417
2026,2,February,2,Jharkhand,1059,RAJMAHAL,7.271,7.498,1.42
2026,3,March,1,Jharkhand,1059,RAJMAHAL,7.271,7.496,1.421
2026,3,March,2,Jharkhand,1059,RAJMAHAL,7.261,7.496,1.424
2026,4,April,1,Jharkhand,1059,RAJMAHAL,7.248,7.496,1.429
2026,4,April,2,Jharkhand,1059,RAJMAHAL,7.228,7.501,1.438
2026,5,May,1,Jharkhand,1059,RAJMAHAL,7.225,7.502,1.444
2026,5,May,2,Jharkhand,1059,RAJMAHAL,7.227,7.501,1.448
2026,6,June,1,Jharkhand,1059,RAJMAHAL,7.214,7.488,1.447
2026,6,June,2,Jharkhand,1059,RAJMAHAL,7.206,7.474,1.448
2026,7,July,1,Jharkhand,1059,RAJMAHAL,7.207,7.458,1.452
2026,7,July,2,Jharkhand,1059,RAJMAHAL,7.211,7.452,1.453
2026,8,August,1,Jharkhand,1059,RAJMAHAL,7.215,7.45,1.453
2026,8,August,2,Jharkhand,1059,RAJMAHAL,7.218,7.448,1.452
2026,9,September,1,Jharkhand,1059,RAJMAHAL,7.222,7.445,1.452
2026,9,September,2,Jharkhand,1059,RAJMAHAL,7.227,7.443,1.452
2026,10,October,1,Jharkhand,1059,RAJMAHAL,7.232,7.44,1.451
2026,10,October,2,Jharkhand,1059,RAJMAHAL,7.237,7.436,1.45
2026,11,November,1,Jharkhand,1059,RAJMAHAL,7.243,7.432,1.449
2026,11,November,2,Jharkhand,1059,RAJMAHAL,7.25,7.428,1.448
2026,12,December,1,Jharkhand,1059,RAJMAHAL,7.259,7.423,1.447
2026,12,December,2,Jharkhand,1059,RAJMAHAL,7.268,7.417,1.446
2026,1,January,1,Uttarakhand,1060,U/S RISHIKESH ,9.786,7.86,1.098
2026,1,January,2,Uttarakhand,1060,U/S RISHIKESH ,9.622,7.849,1.161
2026,2,February,1,Uttarakhand,1060,U/S RISHIKESH ,9.524,7.858,1.204
2026,2,February,2,Uttarakhand,1060,U/S RISHIKESH ,9.464,7.865,1.23
2026,3,March,1,Uttarakhand,1060,U/S RISHIKESH ,9.424,7.871,1.246
2026,3,March,2,Uttarakhand,1060,U/S RISHIKESH ,9.385,7.876,1.264
2026,4,April,1,Uttarakhand,1060,U/S RISHIKESH ,9.37,7.879,1.269
2026,4,April,2,Uttarakhand,1060,U/S RISHIKESH ,9.365,7.88,1.269
2026,5,May,1,Uttarakhand,1060,U/S RISHIKESH ,9.403,7.877,1.245
2026,5,May,2,Uttarakhand,1060,U/S RISHIKESH ,9.444,7.872,1.216
2026,6,June,1,Uttarakhand,1060,U/S RISHIKESH ,9.493,7.864,1.177
2026,6,June,2,Uttarakhand,1060,U/S RISHIKESH ,9.541,7.853,1.136
2026,7,July,1,Uttarakhand,1060,U/S RISHIKESH ,9.584,7.84,1.089
2026,7,July,2,Uttarakhand,1060,U/S RISHIKESH ,9.602,7.832,1.074
2026,8,August,1,Uttarakhand,1060,U/S RISHIKESH ,9.613,7.827,1.066
2026,8,August,2,Uttarakhand,1060,U/S RISHIKESH ,9.625,7.825,1.059
2026,9,September,1,Uttarakhand,1060,U/S RISHIKESH ,9.641,7.822,1.051
2026,9,September,2,Uttarakhand,1060,U/S RISHIKESH ,9.66,7.819,1.041
2026,10,October,1,Uttarakhand,1060,U/S RISHIKESH ,9.683,7.816,1.03
2026,10,October,2,Uttarakhand,1060,U/S RISHIKESH ,9.709,7.812,1.018
2026,11,November,1,Uttarakhand,1060,U/S RISHIKESH ,9.736,7.808,1.005
2026,11,November,2,Uttarakhand,1060,U/S RISHIKESH ,9.761,7.804,0.994
2026,12,December,1,Uttarakhand,1060,U/S RISHIKESH ,9.784,7.801,0.984
2026,12,December,2,Uttarakhand,1060,U/S RISHIKESH ,9.804,7.797,0.977
2026,1,January,1,Uttarakhand,1061,HARIDWAR D/S,9.01,8.107,2.385
2026,1,January,2,Uttarakhand,1061,HARIDWAR D/S,8.521,8.078,2.589
2026,2,February,1,Uttarakhand,1061,HARIDWAR D/S,8.255,8.054,2.669
2026,2,February,2,Uttarakhand,1061,HARIDWAR D/S,8.149,8.026,2.702
2026,3,March,1,Uttarakhand,1061,HARIDWAR D/S,8.1,8.004,2.711
2026,3,March,2,Uttarakhand,1061,HARIDWAR D/S,8.077,7.995,2.704
2026,4,April,1,Uttarakhand,1061,HARIDWAR D/S,8.076,7.991,2.691
2026,4,April,2,Uttarakhand,1061,HARIDWAR D/S,8.147,8.073,2.718
2026,5,May,1,Uttarakhand,1061,HARIDWAR D/S,8.236,8.116,2.727
2026,5,May,2,Uttarakhand,1061,HARIDWAR D/S,8.335,8.145,2.74
2026,6,June,1,Uttarakhand,1061,HARIDWAR D/S,8.426,8.165,2.743
2026,6,June,2,Uttarakhand,1061,HARIDWAR D/S,8.505,8.177,2.761
2026,7,July,1,Uttarakhand,1061,HARIDWAR D/S,8.589,8.191,2.783
2026,7,July,2,Uttarakhand,1061,HARIDWAR D/S,8.69,8.209,2.794
2026,8,August,1,Uttarakhand,1061,HARIDWAR D/S,8.786,8.224,2.796
2026,8,August,2,Uttarakhand,1061,HARIDWAR D/S,8.856,8.234,2.795
2026,9,September,1,Uttarakhand,1061,HARIDWAR D/S,8.89,8.238,2.796
2026,9,September,2,Uttarakhand,1061,HARIDWAR D/S,8.889,8.236,2.802
2026,10,October,1,Uttarakhand,1061,HARIDWAR D/S,8.863,8.231,2.813
2026,10,October,2,Uttarakhand,1061,HARIDWAR D/S,8.816,8.222,2.825
2026,11,November,1,Uttarakhand,1061,HARIDWAR D/S,8.75,8.211,2.838
2026,11,November,2,Uttarakhand,1061,HARIDWAR D/S,8.677,8.198,2.851
2026,12,December,1,Uttarakhand,1061,HARIDWAR D/S,8.605,8.184,2.862
2026,12,December,2,Uttarakhand,1061,HARIDWAR D/S,8.545,8.173,2.87
2026,1,January,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",10.366,7.478,1.449
2026,1,January,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",10.272,7.427,1.394
2026,2,February,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",10.178,7.432,1.362
2026,2,February,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",10.148,7.466,1.311
2026,3,March,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",10.173,7.53,1.238
2026,3,March,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",10.205,7.597,1.152
2026,4,April,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",10.229,7.668,1.07
2026,4,April,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",10.213,7.719,1.029
2026,5,May,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",10.187,7.745,1.008
2026,5,May,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",10.166,7.758,0.998
2026,6,June,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",10.148,7.762,0.981
2026,6,June,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",10.125,7.764,0.968
2026,7,July,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",10.107,7.765,0.959
2026,7,July,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",10.089,7.767,0.953
2026,8,August,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",10.069,7.769,0.948
2026,8,August,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",10.049,7.772,0.943
2026,9,September,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",10.03,7.775,0.94
2026,9,September,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",10.015,7.777,0.939
2026,10,October,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",10.002,7.779,0.939
2026,10,October,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",9.993,7.78,0.94
2026,11,November,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",9.987,7.781,0.94
2026,11,November,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",9.981,7.781,0.94
2026,12,December,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",9.976,7.781,0.94
2026,12,December,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",9.972,7.781,0.939
2026,1,January,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),9.822,8.354,3.031
2026,1,January,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),9.513,8.328,3.239
2026,2,February,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),9.239,8.283,3.368
2026,2,February,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.954,8.226,3.458
2026,3,March,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.658,8.168,3.508
2026,3,March,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.388,8.115,3.51
2026,4,April,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.196,8.077,3.463
2026,4,April,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.101,8.06,3.389
2026,5,May,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.096,8.062,3.332
2026,5,May,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.127,8.067,3.297
2026,6,June,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.162,8.072,3.294
2026,6,June,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.185,8.072,3.311
2026,7,July,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.19,8.062,3.345
2026,7,July,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.171,8.05,3.393
2026,8,August,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.129,8.036,3.447
2026,8,August,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.058,8.019,3.503
2026,9,September,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),7.956,8.0,3.559
2026,9,September,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),7.831,7.98,3.606
2026,10,October,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),7.7,7.961,3.64
2026,10,October,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),7.57,7.942,3.663
2026,11,November,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),7.452,7.926,3.68
2026,11,November,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),7.348,7.912,3.697
2026,12,December,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),7.238,7.896,3.715
2026,12,December,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),7.113,7.878,3.726
2026,1,January,1,Uttar Pradesh,1066,KANNAUJ D/S,9.82,8.33,3.263
2026,1,January,2,Uttar Pradesh,1066,KANNAUJ D/S,9.532,8.31,3.497
2026,2,February,1,Uttar Pradesh,1066,KANNAUJ D/S,9.178,8.256,3.677
2026,2,February,2,Uttar Pradesh,1066,KANNAUJ D/S,8.752,8.182,3.808
2026,3,March,1,Uttar Pradesh,1066,KANNAUJ D/S,8.299,8.098,3.88
2026,3,March,2,Uttar Pradesh,1066,KANNAUJ D/S,7.92,8.028,3.898
2026,4,April,1,Uttar Pradesh,1066,KANNAUJ D/S,7.675,7.985,3.869
2026,4,April,2,Uttar Pradesh,1066,KANNAUJ D/S,7.585,7.97,3.809
2026,5,May,1,Uttar Pradesh,1066,KANNAUJ D/S,7.59,7.974,3.763
2026,5,May,2,Uttar Pradesh,1066,KANNAUJ D/S,7.65,7.986,3.737
2026,6,June,1,Uttar Pradesh,1066,KANNAUJ D/S,7.726,7.994,3.74
2026,6,June,2,Uttar Pradesh,1066,KANNAUJ D/S,7.773,7.989,3.777
2026,7,July,1,Uttar Pradesh,1066,KANNAUJ D/S,7.781,7.972,3.838
2026,7,July,2,Uttar Pradesh,1066,KANNAUJ D/S,7.743,7.951,3.903
2026,8,August,1,Uttar Pradesh,1066,KANNAUJ D/S,7.655,7.926,3.956
2026,8,August,2,Uttar Pradesh,1066,KANNAUJ D/S,7.496,7.895,3.975
2026,9,September,1,Uttar Pradesh,1066,KANNAUJ D/S,7.282,7.863,3.935
2026,9,September,2,Uttar Pradesh,1066,KANNAUJ D/S,7.05,7.832,3.879
2026,10,October,1,Uttar Pradesh,1066,KANNAUJ D/S,6.834,7.807,3.821
2026,10,October,2,Uttar Pradesh,1066,KANNAUJ D/S,6.683,7.797,3.775
2026,11,November,1,Uttar Pradesh,1066,KANNAUJ D/S,6.598,7.795,3.739
2026,11,November,2,Uttar Pradesh,1066,KANNAUJ D/S,6.56,7.796,3.715
2026,12,December,1,Uttar Pradesh,1066,KANNAUJ D/S,6.551,7.798,3.696
2026,12,December,2,Uttar Pradesh,1066,KANNAUJ D/S,6.558,7.801,3.68
2026,1,January,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),9.892,8.353,3.237
2026,1,January,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),9.595,8.323,3.517
2026,2,February,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),9.2,8.264,3.73
2026,2,February,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.72,8.186,3.887
2026,3,March,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.215,8.091,3.965
2026,3,March,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),7.802,8.014,3.975
2026,4,April,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),7.544,7.971,3.952
2026,4,April,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),7.43,7.956,3.909
2026,5,May,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),7.426,7.961,3.859
2026,5,May,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),7.495,7.976,3.825
2026,6,June,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),7.591,7.989,3.817
2026,6,June,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),7.671,7.987,3.844
2026,7,July,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),7.706,7.972,3.897
2026,7,July,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),7.688,7.95,3.955
2026,8,August,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),7.614,7.925,4.004
2026,8,August,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),7.459,7.893,4.014
2026,9,September,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),7.227,7.859,3.957
2026,9,September,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),6.981,7.825,3.881
2026,10,October,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),6.771,7.802,3.813
2026,10,October,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),6.638,7.794,3.762
2026,11,November,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),6.571,7.793,3.726
2026,11,November,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),6.546,7.796,3.702
2026,12,December,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),6.546,7.799,3.683
2026,12,December,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),6.559,7.803,3.667
2026,1,January,1,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),9.567,8.276,3.679
2026,1,January,2,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),9.39,8.264,3.934
2026,2,February,1,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),8.991,8.214,4.143
2026,2,February,2,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),8.365,8.116,4.283
2026,3,March,1,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),7.736,7.991,4.311
2026,3,March,2,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),7.317,7.909,4.269
