Year,Month_No,Month,Round,State,Station Code,Station Name,BOD
2024,10,October,1,Bihar,2551.0,"BUXAR, RAMREKHAGHAT",1.8
2024,10,October,2,Bihar,2551.0,"BUXAR, RAMREKHAGHAT",1.5
2024,11,November,1,Bihar,2551.0,"BUXAR, RAMREKHAGHAT",1.9
2024,11,November,2,Bihar,2551.0,"BUXAR, RAMREKHAGHAT",1.3
2024,12,December,1,Bihar,2551.0,"BUXAR, RAMREKHAGHAT",2.0
2024,12,December,2,Bihar,2551.0,"BUXAR, RAMREKHAGHAT",1.5
2024,1,January,1,Bihar,3113.0,BUXAR D/S,1.0
2024,1,January,2,Bihar,3113.0,BUXAR D/S,1.4
2024,2,February,1,Bihar,3113.0,BUXAR D/S,1.2
2024,2,February,2,Bihar,3113.0,BUXAR D/S,1.0
2024,3,March,1,Bihar,3113.0,BUXAR D/S,1.0
2024,3,March,2,Bihar,3113.0,BUXAR D/S,1.0
2024,4,April,1,Bihar,3113.0,BUXAR D/S,2.5
2024,4,April,2,Bihar,3113.0,BUXAR D/S,1.4
2024,5,May,1,Bihar,3113.0,BUXAR D/S,1.4
2024,5,May,2,Bihar,3113.0,BUXAR D/S,1.3
2024,6,June,1,Bihar,3113.0,BUXAR D/S,1.0
2024,6,June,2,Bihar,3113.0,BUXAR D/S,1.2
2024,7,July,1,Bihar,3113.0,BUXAR D/S,1.6
2024,7,July,2,Bihar,3113.0,BUXAR D/S,1.9
2024,8,August,1,Bihar,3113.0,BUXAR D/S,2.0
2024,8,August,2,Bihar,3113.0,BUXAR D/S,1.3
2024,9,September,1,Bihar,3113.0,BUXAR D/S,1.5
2024,9,September,2,Bihar,3113.0,BUXAR D/S,2.9
2024,10,October,1,Bihar,3113.0,BUXAR D/S,1.0
2024,10,October,2,Bihar,3113.0,BUXAR D/S,2
2024,11,November,1,Bihar,3113.0,BUXAR D/S,1.3
2024,11,November,2,Bihar,3113.0,BUXAR D/S,1.7
2024,12,December,1,Bihar,3113.0,BUXAR D/S,1.2
2024,12,December,2,Bihar,3113.0,BUXAR D/S,1.0
2024,1,January,1,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.4
2024,1,January,2,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.6
2024,2,February,1,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.0
2024,2,February,2,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.0
2024,3,March,1,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.0
2024,3,March,2,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.0
2024,4,April,1,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.2
2024,4,April,2,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1
2024,5,May,1,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.3
2024,5,May,2,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.3
2024,6,June,1,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.1
2024,6,June,2,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.5
2024,7,July,1,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.1
2024,7,July,2,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.2
2024,8,August,1,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.2
2024,8,August,2,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",2.1
2024,9,September,1,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.2
2024,9,September,2,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",2.8
2024,10,October,1,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.5
2024,10,October,2,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.6
2024,11,November,1,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.3
2024,11,November,2,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.1
2024,12,December,1,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.4
2024,12,December,2,Bihar,10162.0,"U/s DORIGANJ, CHAPRA",1.9
2024,1,January,1,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",1.9
2024,1,January,2,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",1.7
2024,2,February,1,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",1.6
2024,2,February,2,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",1.6
2024,3,March,1,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",1.5
2024,3,March,2,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",1.0
2024,4,April,1,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",2.2
2024,4,April,2,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",1.9
2024,5,May,1,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",2.0
2024,5,May,2,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",2.0
2024,6,June,1,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",1.0
2024,6,June,2,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",1.0
2024,7,July,1,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",1.2
2024,7,July,2,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",1.7
2024,8,August,1,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",2.6
2024,8,August,2,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",1.8
2024,9,September,1,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",1.6
2024,9,September,2,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",1.7
2024,10,October,1,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",2.0
2024,10,October,2,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",2
2024,11,November,1,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",2.1
2024,11,November,2,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",1.1
2024,12,December,1,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",1.2
2024,12,December,2,Bihar,2564.0,"BALUGHAT, DORIGANJ, SARAN",2.0
2024,1,January,1,Bihar,10114.0,DORIGANJ D/S (SARAN),1.6
2024,1,January,2,Bihar,10114.0,DORIGANJ D/S (SARAN),1.9
2024,2,February,1,Bihar,10114.0,DORIGANJ D/S (SARAN),1.4
2024,2,February,2,Bihar,10114.0,DORIGANJ D/S (SARAN),1.4
2024,3,March,1,Bihar,10114.0,DORIGANJ D/S (SARAN),1.4
2024,3,March,2,Bihar,10114.0,DORIGANJ D/S (SARAN),1.3
2024,4,April,1,Bihar,10114.0,DORIGANJ D/S (SARAN),1.8
2024,4,April,2,Bihar,10114.0,DORIGANJ D/S (SARAN),1.8
2024,5,May,1,Bihar,10114.0,DORIGANJ D/S (SARAN),1.6
2024,5,May,2,Bihar,10114.0,DORIGANJ D/S (SARAN),1.6
2024,6,June,1,Bihar,10114.0,DORIGANJ D/S (SARAN),1.3
2024,6,June,2,Bihar,10114.0,DORIGANJ D/S (SARAN),1.4
2024,7,July,1,Bihar,10114.0,DORIGANJ D/S (SARAN),1.3
2024,7,July,2,Bihar,10114.0,DORIGANJ D/S (SARAN),1.7
2024,8,August,1,Bihar,10114.0,DORIGANJ D/S (SARAN),2.0
2024,8,August,2,Bihar,10114.0,DORIGANJ D/S (SARAN),1.9
2024,9,September,1,Bihar,10114.0,DORIGANJ D/S (SARAN),1.8
2024,9,September,2,Bihar,10114.0,DORIGANJ D/S (SARAN),2.9
2024,10,October,1,Bihar,10114.0,DORIGANJ D/S (SARAN),2.3
2024,10,October,2,Bihar,10114.0,DORIGANJ D/S (SARAN),1.7
2024,11,November,1,Bihar,10114.0,DORIGANJ D/S (SARAN),1.9
2024,11,November,2,Bihar,10114.0,DORIGANJ D/S (SARAN),1.6
2024,12,December,1,Bihar,10114.0,DORIGANJ D/S (SARAN),1.1
2024,12,December,2,Bihar,10114.0,DORIGANJ D/S (SARAN),2.4
2024,1,January,1,Bihar,3114.0,"DANAPUR, NEAR PIPAPUL",1.9
2024,1,January,2,Bihar,3114.0,"DANAPUR, NEAR PIPAPUL",1.9
2024,2,February,2,Bihar,3114.0,"DANAPUR, NEAR PIPAPUL",1.1
2024,3,March,1,Bihar,3114.0,"DANAPUR, NEAR PIPAPUL",1.1
2024,3,March,2,Bihar,3114.0,"DANAPUR, NEAR PIPAPUL",1.3
2024,4,April,1,Bihar,3114.0,"DANAPUR, NEAR PIPAPUL",1.1
2024,5,May,1,Bihar,3114.0,"DANAPUR, NEAR PIPAPUL",1.4
2024,5,May,2,Bihar,3114.0,"DANAPUR, NEAR PIPAPUL",1.4
2024,6,June,1,Bihar,3114.0,"DANAPUR, NEAR PIPAPUL",1.4
2024,6,June,2,Bihar,3114.0,"DANAPUR, NEAR PIPAPUL",1.0
2024,8,August,1,Bihar,3114.0,"DANAPUR, NEAR PIPAPUL",1.4
2024,9,September,1,Bihar,3114.0,"DANAPUR, NEAR PIPAPUL",1.2
2024,9,September,2,Bihar,3114.0,"DANAPUR, NEAR PIPAPUL",1.0
2024,10,October,1,Bihar,3114.0,"DANAPUR, NEAR PIPAPUL",2.2
2024,10,October,2,Bihar,3114.0,"DANAPUR, NEAR PIPAPUL",1
2024,11,November,1,Bihar,3114.0,"DANAPUR, NEAR PIPAPUL",1.1
2024,12,December,1,Bihar,3114.0,"DANAPUR, NEAR PIPAPUL",2.1
2024,12,December,2,Bihar,3114.0,"DANAPUR, NEAR PIPAPUL",1.2
2024,1,January,1,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",2.0
2024,1,January,2,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1.5
2024,2,February,2,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1.4
2024,3,March,1,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1.0
2024,3,March,2,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1.0
2024,4,April,1,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1.5
2024,4,April,2,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1.5
2024,5,May,1,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1.8
2024,5,May,2,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1.8
2024,6,June,1,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1.3
2024,6,June,2,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1.3
2024,7,July,1,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1.2
2024,7,July,2,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1.2
2024,8,August,1,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1.9
2024,8,August,2,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1.8
2024,9,September,1,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1.9
2024,9,September,2,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1.0
2024,10,October,1,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",2.0
2024,10,October,2,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1
2024,11,November,1,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1.2
2024,11,November,2,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1.2
2024,12,December,1,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",1.5
2024,12,December,2,Bihar,1077.0,"KURJI AT DIGHA GHAT, U/S PATNA",2.5
2024,1,January,1,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),1.6
2024,1,January,2,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),1.9
2024,2,February,2,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),1.7
2024,3,March,1,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),1.0
2024,3,March,2,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),1.4
2024,4,April,1,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),2.1
2024,4,April,2,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),2.1
2024,5,May,1,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),2.0
2024,5,May,2,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),2.0
2024,6,June,1,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),1.5
2024,6,June,2,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),1.5
2024,7,July,1,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),1.8
2024,7,July,2,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),2.3
2024,8,August,1,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),2.5
2024,8,August,2,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),2.7
2024,9,September,1,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),2.8
2024,9,September,2,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),2.2
2024,10,October,1,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),2.2
2024,10,October,2,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),2.1
2024,11,November,1,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),1.1
2024,11,November,2,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),1.9
2024,12,December,1,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),1.8
2024,12,December,2,Bihar,2552.0,NIT GHANDHI GHAT ( PATNA),2.2
2024,1,January,1,Bihar,10115.0,GULBI GHAT (PATNA),1.9
2024,1,January,2,Bihar,10115.0,GULBI GHAT (PATNA),2.0
2024,2,February,2,Bihar,10115.0,GULBI GHAT (PATNA),1.9
2024,3,March,1,Bihar,10115.0,GULBI GHAT (PATNA),1.7
2024,3,March,2,Bihar,10115.0,GULBI GHAT (PATNA),1.8
2024,4,April,1,Bihar,10115.0,GULBI GHAT (PATNA),2.3
2024,4,April,2,Bihar,10115.0,GULBI GHAT (PATNA),2.3
2024,5,May,1,Bihar,10115.0,GULBI GHAT (PATNA),2.3
2024,5,May,2,Bihar,10115.0,GULBI GHAT (PATNA),2.3
2024,6,June,1,Bihar,10115.0,GULBI GHAT (PATNA),1.7
2024,6,June,2,Bihar,10115.0,GULBI GHAT (PATNA),1.5
2024,7,July,1,Bihar,10115.0,GULBI GHAT (PATNA),1.9
2024,7,July,2,Bihar,10115.0,GULBI GHAT (PATNA),2.1
2024,8,August,1,Bihar,10115.0,GULBI GHAT (PATNA),2.2
2024,8,August,2,Bihar,10115.0,GULBI GHAT (PATNA),2.7
2024,9,September,1,Bihar,10115.0,GULBI GHAT (PATNA),2.9
2024,9,September,2,Bihar,10115.0,GULBI GHAT (PATNA),2.1
2024,10,October,1,Bihar,10115.0,GULBI GHAT (PATNA),1.9
2024,10,October,2,Bihar,10115.0,GULBI GHAT (PATNA),1.4
2024,11,November,1,Bihar,10115.0,GULBI GHAT (PATNA),2.6
2024,11,November,2,Bihar,10115.0,GULBI GHAT (PATNA),1.4
2024,12,December,1,Bihar,10115.0,GULBI GHAT (PATNA),1.5
2024,12,December,2,Bihar,10115.0,GULBI GHAT (PATNA),1.1
2024,1,January,1,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),2.1
2024,1,January,2,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),2.1
2024,2,February,1,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),1.3
2024,2,February,2,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),1.3
2024,3,March,1,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),1.1
2024,3,March,2,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),1.3
2024,4,April,1,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),2.2
2024,4,April,2,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),2.2
2024,5,May,1,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),2.4
2024,5,May,2,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),2.4
2024,6,June,1,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),1.7
2024,6,June,2,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),1.6
2024,7,July,1,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),2
2024,7,July,2,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),2.0
2024,8,August,1,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),2.3
2024,8,August,2,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),2.6
2024,9,September,1,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),2.7
2024,9,September,2,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),2.5
2024,10,October,1,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),1.0
2024,11,November,1,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),1.5
2024,11,November,2,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),1.4
2024,12,December,1,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),1.2
2024,12,December,2,Bihar,1079.0,PATNA D/S (GANGA BRIDGE),1.0
2024,1,January,1,Bihar,3122.0,MALSALAMI (PATNA),1.7
2024,1,January,2,Bihar,3122.0,MALSALAMI (PATNA),1.3
2024,2,February,1,Bihar,3122.0,MALSALAMI (PATNA),1.1
2024,2,February,2,Bihar,3122.0,MALSALAMI (PATNA),1.1
2024,3,March,1,Bihar,3122.0,MALSALAMI (PATNA),1.0
2024,3,March,2,Bihar,3122.0,MALSALAMI (PATNA),1.0
2024,4,April,1,Bihar,3122.0,MALSALAMI (PATNA),2.3
2024,4,April,2,Bihar,3122.0,MALSALAMI (PATNA),2.3
2024,5,May,1,Bihar,3122.0,MALSALAMI (PATNA),2.2
2024,5,May,2,Bihar,3122.0,MALSALAMI (PATNA),2.2
2024,6,June,1,Bihar,3122.0,MALSALAMI (PATNA),1.1
2024,6,June,2,Bihar,3122.0,MALSALAMI (PATNA),1.4
2024,7,July,1,Bihar,3122.0,MALSALAMI (PATNA),1.4
2024,7,July,2,Bihar,3122.0,MALSALAMI (PATNA),1.2
2024,8,August,1,Bihar,3122.0,MALSALAMI (PATNA),1.9
2024,8,August,2,Bihar,3122.0,MALSALAMI (PATNA),1.9
2024,9,September,1,Bihar,3122.0,MALSALAMI (PATNA),1.4
2024,9,September,2,Bihar,3122.0,MALSALAMI (PATNA),1.0
2024,10,October,1,Bihar,3122.0,MALSALAMI (PATNA),2.4
2024,10,October,2,Bihar,3122.0,MALSALAMI (PATNA),1
2024,11,November,1,Bihar,3122.0,MALSALAMI (PATNA),2.4
2024,11,November,2,Bihar,3122.0,MALSALAMI (PATNA),1.3
2024,12,December,1,Bihar,3122.0,MALSALAMI (PATNA),1.3
2024,12,December,2,Bihar,3122.0,MALSALAMI (PATNA),1.0
2024,1,January,1,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.6
2024,1,January,2,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.9
2024,2,February,2,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.3
2024,3,March,1,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.1
2024,3,March,2,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.0
2024,4,April,1,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.4
2024,4,April,2,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.4
2024,5,May,1,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.5
2024,5,May,2,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.5
2024,6,June,1,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.3
2024,6,June,2,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.1
2024,7,July,1,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.6
2024,7,July,2,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.4
2024,8,August,1,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.9
2024,8,August,2,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.6
2024,9,September,1,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.6
2024,9,September,2,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.0
2024,10,October,1,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.8
2024,10,October,2,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1
2024,11,November,1,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",2.2
2024,11,November,2,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.3
2024,12,December,1,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",1.5
2024,12,December,2,Bihar,4297.0," BIDUPUR ROAD BRIDGE, PATNA",2.2
2024,1,January,1,Bihar,10122.0,"TRIVENI GHAT, B/c OF RIVER PUNPUN",1.8
2024,1,January,2,Bihar,10122.0,"TRIVENI GHAT, B/c OF RIVER PUNPUN",2.0
2024,2,February,2,Bihar,10122.0,"TRIVENI GHAT, B/c OF RIVER PUNPUN",1.0
2024,3,March,1,Bihar,10122.0,"TRIVENI GHAT, B/c OF RIVER PUNPUN",1.3
2024,3,March,2,Bihar,10122.0,"TRIVENI GHAT, B/c OF RIVER PUNPUN",1.3
2024,4,April,1,Bihar,10122.0,"TRIVENI GHAT, B/c OF RIVER PUNPUN",2.1
2024,4,April,2,Bihar,10122.0,"TRIVENI GHAT, B/c OF RIVER PUNPUN",2.1
2024,5,May,1,Bihar,10122.0,"TRIVENI GHAT, B/c OF RIVER PUNPUN",1.7
